Date Reported As Of,PID,Project Name,Description,Category,Borough,Managing Agency,Client Agency,Current Phase,Design Start,Budget Forecast,,Latest Budget Changes,,Total Budget Changes,Forecast Completion,Latest Schedule Changes,Total Schedule Changes,
09/01/17 00:00,472,"4th Avenue Safety Improvements, Phase 1 (Great Streets)","The 4th Avenue Safety Improvements capital project is located in the Sunset Park neighborhoods ofBrooklyn from 18th Street to 33rd Street, and from 52nd Street to 60th Street. The 4th Avenue corridor safety improvements is a Vision Zero project that enhances pedestrian safety, decreases speeding, reduces lane changing, and improves the community through economic vitality and streetscape improvements by making the temporary improvements already in place permanent.",Streets and Roadways,Brooklyn,DOT,,Design,03/01/16,57959141,,37500000,,47936074,06/17/2020,204,531,
03/01/18 00:00,472,"4th Avenue Safety Improvements, Phase 1 (Great Streets)","The 4th Avenue Safety Improvements capital project is located in the Sunset Park neighborhoods ofBrooklyn from 18th Street to 33rd Street, and from 52nd Street to 60th Street. The 4th Avenue corridor safety improvements is a Vision Zero project that enhances pedestrian safety, decreases speeding, reduces lane changing, and improves the community through economic vitality and streetscape improvements by making the temporary improvements already in place permanent.",Streets and Roadways,Brooklyn,DOT,,Design,03/01/16,55702141,,-2257000,,47936074,10/24/2019,-237,531,
08/01/18 00:00,472,"4th Avenue Safety Improvements, Phase 1 (Great Streets)","The 4th Avenue Safety Improvements capital project is located in the Sunset Park neighborhoods ofBrooklyn from 18th Street to 33rd Street, and from 52nd Street to 60th Street. The 4th Avenue corridor safety improvements is a Vision Zero project that enhances pedestrian safety, decreases speeding, reduces lane changing, and improves the community through economic vitality and streetscape improvements by making the temporary improvements already in place permanent.",Streets and Roadways,Brooklyn,DOT,,Design,03/01/16,55702141,,0,,47936074,05/02/20,191,531,
01/01/19 00:00,472,"4th Avenue Safety Improvements, Phase 1 (Great Streets)","The 4th Avenue Safety Improvements capital project is located in the Sunset Park neighborhoods ofBrooklyn from 18th Street to 33rd Street, and from 52nd Street to 60th Street. The 4th Avenue corridor safety improvements is a Vision Zero project that enhances pedestrian safety, decreases speeding, reduces lane changing, and improves the community through economic vitality and streetscape improvements by making the temporary improvements already in place permanent.",Streets and Roadways,Brooklyn,DOT,,Construction Procurement,03/01/16,58880151,,3178010,,47936074,07/21/2020,80,531,
05/01/19 00:00,472,"4th Avenue Safety Improvements, Phase 1 (Great Streets)","The 4th Avenue Safety Improvements capital project is located in the Sunset Park neighborhoods ofBrooklyn from 18th Street to 33rd Street, and from 52nd Street to 60th Street. The 4th Avenue corridor safety improvements is a Vision Zero project that enhances pedestrian safety, decreases speeding, reduces lane changing, and improves the community through economic vitality and streetscape improvements by making the temporary improvements already in place permanent.",Streets and Roadways,Brooklyn,DOT,,Construction Procurement,03/01/16,65356074,,6475923,,47936074,11/15/2020,117,531,
09/01/19 00:00,472,"4th Avenue Safety Improvements, Phase 1 (Great Streets)",,Streets and Roadways,Brooklyn,DOT,,,,,,,,47936074,,,531,
08/01/15 00:00,473,"Ped Safety Upgrades on Atlantic Avenue, Phase 1",Safety Improvements on Atlantic Ave from Georgia Ave to Conduit Blvd,Streets and Roadways,Brooklyn,DDC,DOT,Design,12/01/14,32591000,,,,-2281000,07/15/2019,,366,
01/01/16 00:00,473,"Ped Safety Upgrades on Atlantic Avenue, Phase 1",Safety Improvements on Atlantic Ave from Georgia Ave to Conduit Blvd,Streets and Roadways,Brooklyn,DDC,DOT,Design,12/01/14,32491000,,-100000,,-2281000,03/25/2019,-112,366,
06/01/16 00:00,473,"Ped Safety Upgrades on Atlantic Avenue, Phase 1",Safety Improvements on Atlantic Ave from Georgia Ave to Conduit Blvd,Streets and Roadways,Brooklyn,DDC,DOT,Design,12/01/14,32721000,,230000,,-2281000,07/25/2019,122,366,
11/01/16 00:00,473,"Ped Safety Upgrades on Atlantic Avenue, Phase 1",Safety Improvements on Atlantic Ave from Georgia Ave to Conduit Blvd,Streets and Roadways,Brooklyn,DDC,DOT,Construction Procurement,12/01/14,44996000,,12275000,,-2281000,07/15/2019,-10,366,
04/01/17 00:00,473,"Ped Safety Upgrades on Atlantic Avenue, Phase 1",Safety Improvements on Atlantic Ave from Georgia Ave to Conduit Blvd,Streets and Roadways,Brooklyn,DDC,DOT,Construction Procurement,12/01/14,52972000,,7976000,,-2281000,07/15/2019,0,366,
09/01/17 00:00,473,"Ped Safety Upgrades on Atlantic Avenue, Phase 1",Safety Improvements on Atlantic Ave from Georgia Ave to Conduit Blvd,Streets and Roadways,Brooklyn,DDC,DOT,Construction,12/01/14,32727000,,-20245000,,-2281000,09/24/2019,71,366,
03/01/18 00:00,473,"Ped Safety Upgrades on Atlantic Avenue, Phase 1",Safety Improvements on Atlantic Ave from Georgia Ave to Conduit Blvd,Streets and Roadways,Brooklyn,DDC,DOT,Construction,12/01/14,42956000,,10229000,,-2281000,09/24/2019,0,366,
08/01/18 00:00,473,"Ped Safety Upgrades on Atlantic Avenue, Phase 1",Safety Improvements on Atlantic Ave from Georgia Ave to Conduit Blvd,Streets and Roadways,Brooklyn,DDC,DOT,Construction,12/01/14,27504000,,-15452000,,-2281000,09/24/2019,0,366,
01/01/19 00:00,473,"Ped Safety Upgrades on Atlantic Avenue, Phase 1",Safety Improvements on Atlantic Ave from Georgia Ave to Conduit Blvd,Streets and Roadways,Brooklyn,DDC,DOT,Construction,12/01/14,52667000,,25163000,,-2281000,11/24/2019,61,366,
05/01/19 00:00,473,"Ped Safety Upgrades on Atlantic Avenue, Phase 1","ATLANTIC AVENUE SAFETY IMPROVEMENTS, BROOKLYN",Streets and Roadways,Brooklyn,DDC,DOT,Construction,02/19/2015,30310000,,-22357000,,-2281000,11/24/2019,0,366,
09/01/19 00:00,473,"Ped Safety Upgrades on Atlantic Avenue, Phase 1","ATLANTIC AVENUE SAFETY IMPROVEMENTS, BROOKLYN",Streets and Roadways,Brooklyn,DDC,DOT,Construction,02/19/2015,30310000,,0,,-2281000,07/15/2020,234,366,
06/01/16 00:00,474,"Atlantic Avenue - Pedestrian Safety Upgrades, Phase 2 (Great Streets)","This project will transform a section of Atlantic Avenue, from Conduit Ave. to just east of Rockaway Blvd., located in the lower-income neighborhoods of Cyprus Hills in Brooklyn and Ozone Park in Queens, into a safer, greener, more walkable and bike-able street. This will be achieved through implementing safety and streetscape improvements to the medians such as raising, connecting and extending the medians, adding street trees (where feasible), public art, wayfinding signage and CityBenches.",Streets and Roadways,"Brooklyn, Queens",DOT,,Design,05/28/2015,32330000,,500000,,9456895,05/20/2020,44,621,
11/01/16 00:00,474,"Atlantic Avenue - Pedestrian Safety Upgrades, Phase 2 (Great Streets)","This project will transform a section of Atlantic Avenue, from Conduit Ave. to just east of Rockaway Blvd., located in the lower-income neighborhoods of Cyprus Hills in Brooklyn and Ozone Park in Queens, into a safer, greener, more walkable and bike-able street. This will be achieved through implementing safety and streetscape improvements to the medians such as raising, connecting and extending the medians, adding street trees (where feasible), public art, wayfinding signage and CityBenches.",Streets and Roadways,"Brooklyn, Queens",DOT,,Design,05/28/2015,29876000,,-2454000,,9456895,09/27/2020,130,621,
04/01/17 00:00,474,"Atlantic Avenue - Pedestrian Safety Upgrades, Phase 2 (Great Streets)","This project will transform a section of Atlantic Avenue, from Conduit Ave. to just east of Rockaway Blvd., located in the lower-income neighborhoods of Cyprus Hills in Brooklyn and Ozone Park in Queens, into a safer, greener, more walkable and bike-able street. This will be achieved through implementing safety and streetscape improvements to the medians such as raising, connecting and extending the medians, adding street trees (where feasible), public art, wayfinding signage and CityBenches.",Streets and Roadways,"Brooklyn, Queens",DOT,,Design,05/28/2015,30747681,,871681,,9456895,11/07/20,41,621,
09/01/17 00:00,474,"Atlantic Avenue - Pedestrian Safety Upgrades, Phase 2 (Great Streets)","This project will transform a section of Atlantic Avenue, from Conduit Ave. to just east of Rockaway Blvd., located in the lower-income neighborhoods of Cyprus Hills in Brooklyn and Ozone Park in Queens, into a safer, greener, more walkable and bike-able street. This will be achieved through implementing safety and streetscape improvements to the medians such as raising, connecting and extending the medians, adding street trees (where feasible), public art, wayfinding signage and CityBenches.",Streets and Roadways,"Brooklyn, Queens",DOT,,Design,05/28/2015,37786199,,7038518,,9456895,03/30/2021,143,621,
03/01/18 00:00,474,"Atlantic Avenue - Pedestrian Safety Upgrades, Phase 2 (Great Streets)","This project will transform a section of Atlantic Avenue, from Conduit Ave. to just east of Rockaway Blvd., located in the lower-income neighborhoods of Cyprus Hills in Brooklyn and Ozone Park in Queens, into a safer, greener, more walkable and bike-able street. This will be achieved through implementing safety and streetscape improvements to the medians such as raising, connecting and extending the medians, adding street trees (where feasible), public art, wayfinding signage and CityBenches.",Streets and Roadways,"Brooklyn, Queens",DOT,,Design,05/28/2015,39096733,,1310534,,9456895,06/15/2021,77,621,
08/01/18 00:00,474,"Atlantic Avenue - Pedestrian Safety Upgrades, Phase 2 (Great Streets)","This project will transform a section of Atlantic Avenue, from Conduit Ave. to just east of Rockaway Blvd., located in the lower-income neighborhoods of Cyprus Hills in Brooklyn and Ozone Park in Queens, into a safer, greener, more walkable and bike-able street. This will be achieved through implementing safety and streetscape improvements to the medians such as raising, connecting and extending the medians, adding street trees (where feasible), public art, wayfinding signage and CityBenches.",Streets and Roadways,"Brooklyn, Queens",DOT,,Design,05/28/2015,39420973,,324240,,9456895,12/16/2020,-181,621,
01/01/19 00:00,474,"Atlantic Avenue - Pedestrian Safety Upgrades, Phase 2 (Great Streets)","This project will transform a section of Atlantic Avenue, from Conduit Ave. to just east of Rockaway Blvd., located in the lower-income neighborhoods of Cyprus Hills in Brooklyn and Ozone Park in Queens, into a safer, greener, more walkable and bike-able street. This will be achieved through implementing safety and streetscape improvements to the medians such as raising, connecting and extending the medians, adding street trees (where feasible), public art, wayfinding signage and CityBenches.",Streets and Roadways,"Brooklyn, Queens",DOT,,Design,05/28/2015,40230973,,810000,,9456895,11/26/2021,345,621,
05/01/19 00:00,474,"Atlantic Avenue - Pedestrian Safety Upgrades, Phase 2 (Great Streets)","This project will transform a section of Atlantic Avenue, from Conduit Ave. to just east of Rockaway Blvd., located in the lower-income neighborhoods of Cyprus Hills in Brooklyn and Ozone Park in Queens, into a safer, greener, more walkable and bike-able street. This will be achieved through implementing safety and streetscape improvements to the medians such as raising, connecting and extending the medians, adding street trees (where feasible), public art, wayfinding signage and CityBenches.",Streets and Roadways,"Brooklyn, Queens",DOT,,Design,05/28/2015,41286895,,1055922,,9456895,12/18/2021,22,621,
09/01/19 00:00,474,"Atlantic Avenue - Pedestrian Safety Upgrades, Phase 2 (Great Streets)",,Streets and Roadways,"Brooklyn, Queens",DOT,,,,,,,,9456895,,,621,
08/01/15 00:00,475,"Grand Concourse, Phase 3",Reconstruction of Grand Concourse from E171 Street to E175 Street Phase 3,Streets and Roadways,,DDC,DOT,Design,01/16/2015,24248000,,,,6833000,06/15/2019,,349,
01/01/16 00:00,475,"Grand Concourse, Phase 3",Reconstruction of Grand Concourse from E171 Street to E175 Street Phase 3,Streets and Roadways,,DDC,DOT,Design,01/16/2015,24278000,,30000,,6833000,06/15/2019,0,349,
06/01/16 00:00,475,"Grand Concourse, Phase 3",Reconstruction of Grand Concourse from E171 Street to E175 Street Phase 3,Streets and Roadways,,DDC,DOT,Design,01/16/2015,24768000,,490000,,6833000,06/15/2019,0,349,
11/01/16 00:00,475,"Grand Concourse, Phase 3",Reconstruction of Grand Concourse from E171 Street to E175 Street Phase 3,Streets and Roadways,,DDC,DOT,Construction Procurement,01/16/2015,33105000,,8337000,,6833000,05/27/2019,-19,349,
04/01/17 00:00,475,"Grand Concourse, Phase 3",Reconstruction of Grand Concourse from E171 Street to E175 Street Phase 3,Streets and Roadways,,DDC,DOT,Construction Procurement,01/16/2015,28591000,,-4514000,,6833000,07/06/19,40,349,
09/01/17 00:00,475,"Grand Concourse, Phase 3",Reconstruction of Grand Concourse from E171 Street to E175 Street Phase 3,Streets and Roadways,,DDC,DOT,Construction,01/16/2015,27973000,,-618000,,6833000,10/15/2019,101,349,
03/01/18 00:00,475,"Grand Concourse, Phase 3",Reconstruction of Grand Concourse from E171 Street to E175 Street Phase 3,Streets and Roadways,,DDC,DOT,Construction,01/16/2015,27973000,,0,,6833000,11/30/2019,46,349,
